File,Frame 1,Frame 2,Frame 3,Frame 4,Frame 5,Frame 6,Frame 7,Frame 8,Frame 9,Frame 10
000030000,0.9984042774903171,0.9258773866799807,0.839670165365529,0.8189229075889615,0.8547215830004842,0.9942359900750424,0.891753774812394,0.8741603292937545,0.9048120896120794,0.992426845043573
000070000,0.9990543243917938,0.9115876130930768,0.8836223258593561,0.8530127409374244,0.8478540380658436,0.9929435763888889,0.8734311569535221,0.854826659328855,0.9009335493070685,0.9948763597645849
000110000,0.9996100823045267,0.9466045638162672,0.9301940586419754,0.9100151900266279,0.9097427056856693,0.9946238652868555,0.9290584812242798,0.92024120597313,0.9430880272633745,0.9957631343046478
000150000,0.9997372439330671,0.9722696191902687,0.9602422177590172,0.9485515159767611,0.9516367821048173,0.9951738664215686,0.9608939724037763,0.9610316036522634,0.9687028734719196,0.9974759308430162
000190000,0.999616525583999,0.9811022452190753,0.9730917831638828,0.96485254402687,0.9688390655259017,0.9964693892217381,0.9762513919147906,0.9782552745249334,0.9812614908617768,0.9976967592592593
000230000,0.999646691932946,0.9824022898511257,0.9778065503207456,0.9710040982056403,0.9752872469589687,0.9967618615347373,0.9823199304799081,0.9817764993343017,0.9840288481905107,0.998175303724885
